CALC_FOR_STATE_ACCT,CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,CAMP_ALLD,CAMP_ALLN_CMP2,CAMP_ALLN_GRAD,CAMP_ALLN_CONT,CAMP_ALLN_TXCHSE,CAMP_ALLN_DROP,CAMP_ALLR_CMP2,CAMP_ALLR_GRAD,CAMP_ALLR_CONT,CAMP_ALLR_TXCHSE,CAMP_ALLR_DROP,CAMP_ALLR_RAED,CAMP_AAD,CAMP_AAN_CMP2,CAMP_AAN_GRAD,CAMP_AAN_CONT,CAMP_AAN_TXCHSE,CAMP_AAN_DROP,CAMP_AAR_CMP2,CAMP_AAR_GRAD,CAMP_AAR_CONT,CAMP_AAR_TXCHSE,CAMP_AAR_DROP,CAMP_AAR_RAED,CAMP_ASD,CAMP_ASN_CMP2,CAMP_ASN_GRAD,CAMP_ASN_CONT,CAMP_ASN_TXCHSE,CAMP_ASN_DROP,CAMP_ASR_CMP2,CAMP_ASR_GRAD,CAMP_ASR_CONT,CAMP_ASR_TXCHSE,CAMP_ASR_DROP,CAMP_ASR_RAED,CAMP_HSD,CAMP_HSN_CMP2,CAMP_HSN_GRAD,CAMP_HSN_CONT,CAMP_HSN_TXCHSE,CAMP_HSN_DROP,CAMP_HSR_CMP2,CAMP_HSR_GRAD,CAMP_HSR_CONT,CAMP_HSR_TXCHSE,CAMP_HSR_DROP,CAMP_HSR_RAED,CAMP_MUD,CAMP_MUN_CMP2,CAMP_MUN_GRAD,CAMP_MUN_CONT,CAMP_MUN_TXCHSE,CAMP_MUN_DROP,CAMP_MUR_CMP2,CAMP_MUR_GRAD,CAMP_MUR_CONT,CAMP_MUR_TXCHSE,CAMP_MUR_DROP,CAMP_MUR_RAED,CAMP_NAD,CAMP_NAN_CMP2,CAMP_NAN_GRAD,CAMP_NAN_CONT,CAMP_NAN_TXCHSE,CAMP_NAN_DROP,CAMP_NAR_CMP2,CAMP_NAR_GRAD,CAMP_NAR_CONT,CAMP_NAR_TXCHSE,CAMP_NAR_DROP,CAMP_NAR_RAED,CAMP_PID,CAMP_PIN_CMP2,CAMP_PIN_GRAD,CAMP_PIN_CONT,CAMP_PIN_TXCHSE,CAMP_PIN_DROP,CAMP_PIR_CMP2,CAMP_PIR_GRAD,CAMP_PIR_CONT,CAMP_PIR_TXCHSE,CAMP_PIR_DROP,CAMP_PIR_RAED,CAMP_WHD,CAMP_WHN_CMP2,CAMP_WHN_GRAD,CAMP_WHN_CONT,CAMP_WHN_TXCHSE,CAMP_WHN_DROP,CAMP_WHR_CMP2,CAMP_WHR_GRAD,CAMP_WHR_CONT,CAMP_WHR_TXCHSE,CAMP_WHR_DROP,CAMP_WHR_RAED,CAMP_ECND,CAMP_ECNN_CMP2,CAMP_ECNN_GRAD,CAMP_ECNN_CONT,CAMP_ECNN_TXCHSE,CAMP_ECNN_DROP,CAMP_ECNR_CMP2,CAMP_ECNR_GRAD,CAMP_ECNR_CONT,CAMP_ECNR_TXCHSE,CAMP_ECNR_DROP,CAMP_ECNR_RAED,CAMP_NECND,CAMP_NECNN_CMP2,CAMP_NECNN_GRAD,CAMP_NECNN_CONT,CAMP_NECNN_TXCHSE,CAMP_NECNN_DROP,CAMP_NECNR_CMP2,CAMP_NECNR_GRAD,CAMP_NECNR_CONT,CAMP_NECNR_TXCHSE,CAMP_NECNR_DROP,CAMP_NECNR_RAED,CAMP_FEMD,CAMP_FEMN_CMP2,CAMP_FEMN_GRAD,CAMP_FEMN_CONT,CAMP_FEMN_TXCHSE,CAMP_FEMN_DROP,CAMP_FEMR_CMP2,CAMP_FEMR_GRAD,CAMP_FEMR_CONT,CAMP_FEMR_TXCHSE,CAMP_FEMR_DROP,CAMP_FEMR_RAED,CAMP_MALD,CAMP_MALN_CMP2,CAMP_MALN_GRAD,CAMP_MALN_CONT,CAMP_MALN_TXCHSE,CAMP_MALN_DROP,CAMP_MALR_CMP2,CAMP_MALR_GRAD,CAMP_MALR_CONT,CAMP_MALR_TXCHSE,CAMP_MALR_DROP,CAMP_MALR_RAED,CAMP_ATRD,CAMP_ATRN_CMP2,CAMP_ATRN_GRAD,CAMP_ATRN_CONT,CAMP_ATRN_TXCHSE,CAMP_ATRN_DROP,CAMP_ATRR_CMP2,CAMP_ATRR_GRAD,CAMP_ATRR_CONT,CAMP_ATRR_TXCHSE,CAMP_ATRR_DROP,CAMP_ATRR_RAED,CAMP_BED,CAMP_BEN_CMP2,CAMP_BEN_GRAD,CAMP_BEN_CONT,CAMP_BEN_TXCHSE,CAMP_BEN_DROP,CAMP_BER_CMP2,CAMP_BER_GRAD,CAMP_BER_CONT,CAMP_BER_TXCHSE,CAMP_BER_DROP,CAMP_BER_RAED,CAMP_CTED,CAMP_CTEN_CMP2,CAMP_CTEN_GRAD,CAMP_CTEN_CONT,CAMP_CTEN_TXCHSE,CAMP_CTEN_DROP,CAMP_CTER_CMP2,CAMP_CTER_GRAD,CAMP_CTER_CONT,CAMP_CTER_TXCHSE,CAMP_CTER_DROP,CAMP_CTER_RAED,CAMP_DYSD,CAMP_DYSN_CMP2,CAMP_DYSN_GRAD,CAMP_DYSN_CONT,CAMP_DYSN_TXCHSE,CAMP_DYSN_DROP,CAMP_DYSR_CMP2,CAMP_DYSR_GRAD,CAMP_DYSR_CONT,CAMP_DYSR_TXCHSE,CAMP_DYSR_DROP,CAMP_DYSR_RAED,CAMP_ECHSD,CAMP_ECHSN_CMP2,CAMP_ECHSN_GRAD,CAMP_ECHSN_CONT,CAMP_ECHSN_TXCHSE,CAMP_ECHSN_DROP,CAMP_ECHSR_CMP2,CAMP_ECHSR_GRAD,CAMP_ECHSR_CONT,CAMP_ECHSR_TXCHSE,CAMP_ECHSR_DROP,CAMP_ECHSR_RAED,CAMP_VFOSD,CAMP_VFOSN_CMP2,CAMP_VFOSN_GRAD,CAMP_VFOSN_CONT,CAMP_VFOSN_TXCHSE,CAMP_VFOSN_DROP,CAMP_VFOSR_CMP2,CAMP_VFOSR_GRAD,CAMP_VFOSR_CONT,CAMP_VFOSR_TXCHSE,CAMP_VFOSR_DROP,CAMP_VFOSR_RAED,CAMP_FOSD,CAMP_FOSN_CMP2,CAMP_FOSN_GRAD,CAMP_FOSN_CONT,CAMP_FOSN_TXCHSE,CAMP_FOSN_DROP,CAMP_FOSR_CMP2,CAMP_FOSR_GRAD,CAMP_FOSR_CONT,CAMP_FOSR_TXCHSE,CAMP_FOSR_DROP,CAMP_FOSR_RAED,CAMP_GFTD,CAMP_GFTN_CMP2,CAMP_GFTN_GRAD,CAMP_GFTN_CONT,CAMP_GFTN_TXCHSE,CAMP_GFTN_DROP,CAMP_GFTR_CMP2,CAMP_GFTR_GRAD,CAMP_GFTR_CONT,CAMP_GFTR_TXCHSE,CAMP_GFTR_DROP,CAMP_GFTR_RAED,CAMP_VHLD,CAMP_VHLN_CMP2,CAMP_VHLN_GRAD,CAMP_VHLN_CONT,CAMP_VHLN_TXCHSE,CAMP_VHLN_DROP,CAMP_VHLR_CMP2,CAMP_VHLR_GRAD,CAMP_VHLR_CONT,CAMP_VHLR_TXCHSE,CAMP_VHLR_DROP,CAMP_VHLR_RAED,CAMP_IMMD,CAMP_IMMN_CMP2,CAMP_IMMN_GRAD,CAMP_IMMN_CONT,CAMP_IMMN_TXCHSE,CAMP_IMMN_DROP,CAMP_IMMR_CMP2,CAMP_IMMR_GRAD,CAMP_IMMR_CONT,CAMP_IMMR_TXCHSE,CAMP_IMMR_DROP,CAMP_IMMR_RAED,CAMP_LEPHSD,CAMP_LEPHSN_CMP2,CAMP_LEPHSN_GRAD,CAMP_LEPHSN_CONT,CAMP_LEPHSN_TXCHSE,CAMP_LEPHSN_DROP,CAMP_LEPHSR_CMP2,CAMP_LEPHSR_GRAD,CAMP_LEPHSR_CONT,CAMP_LEPHSR_TXCHSE,CAMP_LEPHSR_DROP,CAMP_LEPHSR_RAED,CAMP_LEPD,CAMP_LEPN_CMP2,CAMP_LEPN_GRAD,CAMP_LEPN_CONT,CAMP_LEPN_TXCHSE,CAMP_LEPN_DROP,CAMP_LEPR_CMP2,CAMP_LEPR_GRAD,CAMP_LEPR_CONT,CAMP_LEPR_TXCHSE,CAMP_LEPR_DROP,CAMP_LEPR_RAED,CAMP_MIGD,CAMP_MIGN_CMP2,CAMP_MIGN_GRAD,CAMP_MIGN_CONT,CAMP_MIGN_TXCHSE,CAMP_MIGN_DROP,CAMP_MIGR_CMP2,CAMP_MIGR_GRAD,CAMP_MIGR_CONT,CAMP_MIGR_TXCHSE,CAMP_MIGR_DROP,CAMP_MIGR_RAED,CAMP_FDMILD,CAMP_FDMILN_CMP2,CAMP_FDMILN_GRAD,CAMP_FDMILN_CONT,CAMP_FDMILN_TXCHSE,CAMP_FDMILN_DROP,CAMP_FDMILR_CMP2,CAMP_FDMILR_GRAD,CAMP_FDMILR_CONT,CAMP_FDMILR_TXCHSE,CAMP_FDMILR_DROP,CAMP_FDMILR_RAED,CAMP_MILD,CAMP_MILN_CMP2,CAMP_MILN_GRAD,CAMP_MILN_CONT,CAMP_MILN_TXCHSE,CAMP_MILN_DROP,CAMP_MILR_CMP2,CAMP_MILR_GRAD,CAMP_MILR_CONT,CAMP_MILR_TXCHSE,CAMP_MILR_DROP,CAMP_MILR_RAED,CAMP_SPED,CAMP_SPEN_CMP2,CAMP_SPEN_GRAD,CAMP_SPEN_CONT,CAMP_SPEN_TXCHSE,CAMP_SPEN_DROP,CAMP_SPER_CMP2,CAMP_SPER_GRAD,CAMP_SPER_CONT,CAMP_SPER_TXCHSE,CAMP_SPER_DROP,CAMP_SPER_RAED,CAMP_TSTEMD,CAMP_TSTEMN_CMP2,CAMP_TSTEMN_GRAD,CAMP_TSTEMN_CONT,CAMP_TSTEMN_TXCHSE,CAMP_TSTEMN_DROP,CAMP_TSTEMR_CMP2,CAMP_TSTEMR_GRAD,CAMP_TSTEMR_CONT,CAMP_TSTEMR_TXCHSE,CAMP_TSTEMR_DROP,CAMP_TSTEMR_RAED,CAMP_TTLD,CAMP_TTLN_CMP2,CAMP_TTLN_GRAD,CAMP_TTLN_CONT,CAMP_TTLN_TXCHSE,CAMP_TTLN_DROP,CAMP_TTLR_CMP2,CAMP_TTLR_GRAD,CAMP_TTLR_CONT,CAMP_TTLR_TXCHSE,CAMP_TTLR_DROP,CAMP_TTLR_RAED
Yes,089903001,Nixon-Smiley H S,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,73,73,73,0,0,0,100,100,0,0,0,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,56,56,56,0,0,0,100,100,0,0,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,15,15,15,0,0,0,100,100,0,0,0,67,53,53,53,0,0,0,100,100,0,0,0,76,20,20,20,0,0,0,100,100,0,0,0,85,30,30,30,0,0,0,100,100,0,0,0,73,43,43,43,0,0,0,100,100,0,0,0,81,26,26,26,0,0,0,100,100,0,0,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,62,62,0,0,0,100,100,0,0,0,77,8,8,8,0,0,0,100,100,0,0,0,63,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,0,0,0,100,100,0,0,0,80,6,6,6,0,0,0,100,100,0,0,0,67,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,0,0,0,100,100,0,0,0,67,0,0,0,0,0,0,.,.,.,.,.,.,73,73,73,0,0,0,100,100,0,0,0,78
No,089903004,Nixon-Smiley Pace,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Yes,089903004,Nixon-Smiley Pace,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
No,089905102,Waelder School,089905,Waelder ISD,089,Gonzales County,13,Austin,15,15,14,1,0,0,100,93,7,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,40,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,14,1,0,0,100,93,7,0,0,50,0,0,0,0,0,0,.,.,.,.,.,.,7,7,7,0,0,0,100,100,0,0,0,43,8,8,7,1,0,0,100,88,13,0,0,57,6,6,6,0,0,0,100,100,0,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,0,0,0,100,100,0,0,0,55,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,5,5,4,1,0,0,100,80,20,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,14,14,14,0,0,0,100,100,0,0,0,50
Yes,089905102,Waelder School,089905,Waelder ISD,089,Gonzales County,13,Austin,15,15,14,1,0,0,100,93,7,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,40,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,14,1,0,0,100,93,7,0,0,50,0,0,0,0,0,0,.,.,.,.,.,.,7,7,7,0,0,0,100,100,0,0,0,43,8,8,7,1,0,0,100,88,13,0,0,57,6,6,6,0,0,0,100,100,0,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,0,0,0,100,100,0,0,0,55,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,5,5,4,1,0,0,100,80,20,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,14,14,14,0,0,0,100,100,0,0,0,50
No,090902001,Lefors School,090902,Lefors ISD,090,Gray County,16,Amarillo,15,15,15,0,0,0,100,100,0,0,0,93,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,12,12,12,0,0,0,100,100,0,0,0,92,7,7,7,0,0,0,100,100,0,0,0,100,8,8,8,0,0,0,100,100,0,0,0,88,5,5,5,0,0,0,100,100,0,0,0,100,10,10,10,0,0,0,100,100,0,0,0,90,5,5,5,0,0,0,100,100,0,0,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,0,0,0,100,100,0,0,0,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,15,15,15,0,0,0,100,100,0,0,0,93
Yes,090902001,Lefors School,090902,Lefors ISD,090,Gray County,16,Amarillo,15,15,15,0,0,0,100,100,0,0,0,93,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,12,12,12,0,0,0,100,100,0,0,0,92,7,7,7,0,0,0,100,100,0,0,0,100,8,8,8,0,0,0,100,100,0,0,0,88,5,5,5,0,0,0,100,100,0,0,0,100,10,10,10,0,0,0,100,100,0,0,0,90,5,5,5,0,0,0,100,100,0,0,0,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,0,0,0,100,100,0,0,0,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,15,15,15,0,0,0,100,100,0,0,0,93
No,090903001,McLean School,090903,McLean ISD,090,Gray County,16,Amarillo,10,10,10,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,6,6,6,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-3,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,7,7,7,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,100
Yes,090903001,McLean School,090903,McLean ISD,090,Gray County,16,Amarillo,10,10,10,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,6,6,6,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-3,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,7,7,7,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,100
No,090904001,Pampa H S,090904,Pampa ISD,090,Gray County,16,Amarillo,268,257,244,12,1,11,96,91,5,0,4,92,9,7,6,1,0,2,78,67,11,0,22,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,104,102,2,0,2,98,96,2,0,2,94,6,5,5,0,0,1,83,83,0,0,17,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,145,139,130,8,1,6,96,90,6,1,4,93,137,128,118,9,1,9,93,86,7,1,7,88,131,129,126,3,0,2,99,96,2,0,2,96,145,143,136,7,0,2,99,94,5,0,1,89,123,114,108,5,1,9,93,88,4,1,7,96,100,92,88,4,0,8,92,88,4,0,8,86,27,27,26,1,0,0,100,96,4,0,0,92,201,200,194,6,0,1,100,97,3,0,1,95,11,11,10,1,0,0,100,91,9,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,24,24,0,0,0,100,100,0,0,0,100,27,24,24,0,0,3,89,89,0,0,11,75,0,0,0,0,0,0,.,.,.,.,.,.,32,32,30,2,0,0,100,94,6,0,0,93,29,29,28,1,0,0,100,97,3,0,0,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,37,35,2,0,3,93,88,5,0,8,57,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.
